seasonality,weather_condition,category,store_id,region,total_units_sold,total_revenue,avg_daily_sales,avg_inventory_level,days_count,category_baseline,seasonal_index,impact_classification
Summer,Rainy,Electronics,S005,South,3771,193304.20,76.96,130,42,91.09,84.49,NORMAL_IMPACT
Summer,Rainy,Electronics,S003,East,4097,237521.96,80.33,128,41,89.25,90.00,NORMAL_IMPACT
Summer,Rainy,Electronics,S002,West,2516,137906.24,71.89,114,31,89.34,80.47,NORMAL_IMPACT
Summer,Rainy,Electronics,S002,South,3698,207790.69,75.47,119,37,90.31,83.57,NORMAL_IMPACT
Summer,Rainy,Electronics,S002,North,3227,148691.48,73.34,126,35,89.18,82.24,NORMAL_IMPACT
Summer,Rainy,Electronics,S002,East,3889,184749.62,73.38,120,44,90.54,81.05,NORMAL_IMPACT
Summer,Rainy,Electronics,S001,South,2789,133897.87,79.69,126,31,87.47,91.10,NORMAL_IMPACT
Summer,Rainy,Electronics,S001,North,4930,252893.90,74.70,119,49,88.50,84.41,NORMAL_IMPACT
Summer,Rainy,Electronics,S001,East,3868,191439.71,78.94,126,40,90.18,87.53,NORMAL_IMPACT
Summer,Rainy,Electronics,S003,North,3587,194009.06,70.33,122,42,89.40,78.68,LOW_IMPACT
Summer,Rainy,Electronics,S005,West,3919,196924.80,85.20,133,39,90.99,93.64,NORMAL_IMPACT
Summer,Rainy,Electronics,S005,North,3309,156125.45,70.40,124,40,88.04,79.97,LOW_IMPACT
Summer,Rainy,Electronics,S005,East,2984,151162.85,69.40,122,35,88.71,78.23,LOW_IMPACT
Summer,Rainy,Electronics,S004,West,2912,131316.35,67.72,121,35,87.39,77.49,LOW_IMPACT
Summer,Rainy,Electronics,S004,North,3528,163518.56,76.70,130,37,90.81,84.46,NORMAL_IMPACT
Summer,Rainy,Electronics,S004,South,3005,159997.01,77.05,132,36,90.55,85.09,NORMAL_IMPACT
Summer,Rainy,Electronics,S004,East,4673,236129.64,76.61,125,46,88.87,86.20,NORMAL_IMPACT
Summer,Rainy,Electronics,S003,West,3119,136222.19,79.97,126,30,91.08,87.81,NORMAL_IMPACT
Summer,Rainy,Electronics,S003,South,3518,182693.57,78.18,129,38,89.54,87.31,NORMAL_IMPACT
Summer,Rainy,Electronics,S001,West,3832,203126.42,75.14,120,41,89.22,84.21,NORMAL_IMPACT
Summer,Snowy,Electronics,S003,North,3581,171145.04,96.78,143,30,89.40,108.26,NORMAL_IMPACT
Summer,Snowy,Electronics,S003,South,4259,228982.15,90.62,145,34,89.54,101.20,NORMAL_IMPACT
Summer,Snowy,Electronics,S003,West,4433,241326.94,94.32,136,42,91.08,103.56,NORMAL_IMPACT
Summer,Snowy,Electronics,S004,East,3865,196530.75,92.02,137,31,88.87,103.55,NORMAL_IMPACT
Summer,Snowy,Electronics,S004,North,4641,220400.09,105.48,167,37,90.81,116.15,NORMAL_IMPACT
Summer,Snowy,Electronics,S004,South,3884,185858.12,90.33,140,37,90.55,99.75,NORMAL_IMPACT
Summer,Snowy,Electronics,S004,West,3971,210454.96,86.33,138,41,87.39,98.78,NORMAL_IMPACT
Summer,Snowy,Electronics,S005,East,4791,258286.01,101.94,159,36,88.71,114.91,NORMAL_IMPACT
Summer,Snowy,Electronics,S005,North,4110,198567.70,93.41,143,38,88.04,106.10,NORMAL_IMPACT
Summer,Snowy,Electronics,S005,West,5711,293014.56,95.18,143,47,90.99,104.61,NORMAL_IMPACT
Summer,Snowy,Electronics,S001,East,3991,197093.72,86.76,134,38,90.18,96.21,NORMAL_IMPACT
Summer,Snowy,Electronics,S001,North,4660,245598.66,89.62,146,41,88.50,101.27,NORMAL_IMPACT
Summer,Snowy,Electronics,S001,South,3713,173975.40,97.71,141,35,87.47,111.71,NORMAL_IMPACT
Summer,Snowy,Electronics,S001,West,4545,256128.02,98.80,148,41,89.22,110.74,NORMAL_IMPACT
Summer,Snowy,Electronics,S002,East,5068,253348.76,95.62,154,43,90.54,105.62,NORMAL_IMPACT
Summer,Snowy,Electronics,S002,North,4047,193917.51,91.98,140,40,89.18,103.13,NORMAL_IMPACT
Summer,Snowy,Electronics,S002,South,4165,201217.57,90.54,142,36,90.31,100.26,NORMAL_IMPACT
Summer,Snowy,Electronics,S002,West,4210,220334.47,91.52,142,37,89.34,102.45,NORMAL_IMPACT
Summer,Snowy,Electronics,S003,East,3548,174539.84,88.70,137,33,89.25,99.38,NORMAL_IMPACT
Summer,Snowy,Electronics,S005,South,4653,244379.43,103.40,154,39,91.09,113.51,NORMAL_IMPACT
Summer,Sunny,Electronics,S003,North,4176,224888.04,94.91,131,38,89.40,106.17,NORMAL_IMPACT
Summer,Sunny,Electronics,S003,East,5860,325149.51,94.52,144,48,89.25,105.90,NORMAL_IMPACT
Summer,Sunny,Electronics,S002,West,3997,195223.43,95.17,149,38,89.34,106.53,NORMAL_IMPACT
Summer,Sunny,Electronics,S002,South,5280,242689.26,91.03,145,46,90.31,100.80,NORMAL_IMPACT
Summer,Sunny,Electronics,S002,North,3713,204205.83,84.39,134,32,89.18,94.62,NORMAL_IMPACT
Summer,Sunny,Electronics,S002,East,4055,222887.20,98.90,141,36,90.54,109.24,NORMAL_IMPACT
Summer,Sunny,Electronics,S001,West,3373,173212.07,88.76,144,34,89.22,99.48,NORMAL_IMPACT
Summer,Sunny,Electronics,S001,South,3633,166304.54,98.19,145,28,87.47,112.26,NORMAL_IMPACT
Summer,Sunny,Electronics,S001,North,4374,227786.30,95.09,143,36,88.50,107.45,NORMAL_IMPACT
Summer,Sunny,Electronics,S001,East,4849,238245.69,93.25,141,39,90.18,103.40,NORMAL_IMPACT
Summer,Sunny,Electronics,S005,East,3623,183075.68,95.34,146,34,88.71,107.48,NORMAL_IMPACT
Summer,Sunny,Electronics,S005,West,4768,248237.62,91.69,141,39,90.99,100.78,NORMAL_IMPACT
Summer,Sunny,Electronics,S005,South,4144,193598.39,103.60,148,35,91.09,113.73,NORMAL_IMPACT
Summer,Sunny,Electronics,S005,North,3494,175442.24,87.35,137,35,88.04,99.22,NORMAL_IMPACT
Summer,Sunny,Electronics,S004,West,3219,142122.30,89.42,132,31,87.39,102.32,NORMAL_IMPACT
Summer,Sunny,Electronics,S004,South,4328,204582.76,92.09,141,38,90.55,101.70,NORMAL_IMPACT
Summer,Sunny,Electronics,S004,North,4112,212291.23,91.38,139,34,90.81,100.63,NORMAL_IMPACT
Summer,Sunny,Electronics,S004,East,4122,206398.45,91.60,136,35,88.87,103.07,NORMAL_IMPACT
Summer,Sunny,Electronics,S003,West,4945,232603.55,96.96,144,41,91.08,106.46,NORMAL_IMPACT
Summer,Sunny,Electronics,S003,South,4250,218758.26,90.43,139,39,89.54,100.99,NORMAL_IMPACT
Winter,Cloudy,Electronics,S001,South,5755,257214.17,95.92,147,48,87.47,109.66,NORMAL_IMPACT
Winter,Cloudy,Electronics,S002,North,6333,364176.20,94.52,139,55,89.18,105.99,NORMAL_IMPACT
Winter,Cloudy,Electronics,S002,East,4525,220641.02,98.37,145,44,90.54,108.65,NORMAL_IMPACT
Winter,Cloudy,Electronics,S005,West,4570,256209.12,87.88,135,45,90.99,96.59,NORMAL_IMPACT
Winter,Cloudy,Electronics,S005,South,5886,321596.22,98.10,148,48,91.09,107.69,NORMAL_IMPACT
Winter,Cloudy,Electronics,S005,East,5641,311587.97,86.78,134,50,88.71,97.83,NORMAL_IMPACT
Winter,Cloudy,Electronics,S004,West,5095,259694.74,89.39,147,45,87.39,102.28,NORMAL_IMPACT
Winter,Cloudy,Electronics,S004,South,4779,223138.25,93.71,143,38,90.55,103.49,NORMAL_IMPACT
Winter,Cloudy,Electronics,S001,West,4806,230961.07,98.08,149,41,89.22,109.93,NORMAL_IMPACT
Winter,Cloudy,Electronics,S004,North,5008,248162.39,96.31,143,40,90.81,106.06,NORMAL_IMPACT
Winter,Cloudy,Electronics,S004,East,4844,243182.50,93.15,146,43,88.87,104.82,NORMAL_IMPACT
Winter,Cloudy,Electronics,S003,West,4148,230260.85,90.17,145,38,91.08,99.01,NORMAL_IMPACT
Winter,Cloudy,Electronics,S003,South,6645,272211.27,94.93,137,57,89.54,106.02,NORMAL_IMPACT
Winter,Cloudy,Electronics,S003,North,5601,291185.15,87.52,133,50,89.40,97.90,NORMAL_IMPACT
Winter,Cloudy,Electronics,S003,East,5035,251619.59,85.34,137,51,89.25,95.61,NORMAL_IMPACT
Winter,Cloudy,Electronics,S002,West,4808,247691.03,92.46,136,43,89.34,103.50,NORMAL_IMPACT
Winter,Cloudy,Electronics,S002,South,5196,279278.46,91.16,141,52,90.31,100.94,NORMAL_IMPACT
Winter,Cloudy,Electronics,S005,North,5863,303665.51,94.56,139,48,88.04,107.41,NORMAL_IMPACT
Winter,Cloudy,Electronics,S001,North,6211,350947.10,94.11,142,53,88.50,106.34,NORMAL_IMPACT
Winter,Cloudy,Electronics,S001,East,4441,213876.02,94.49,146,41,90.18,104.78,NORMAL_IMPACT
Winter,Rainy,Electronics,S001,West,3502,197163.60,74.51,122,38,89.22,83.51,NORMAL_IMPACT
Winter,Rainy,Electronics,S001,North,5047,217558.03,74.22,119,56,88.50,83.87,NORMAL_IMPACT
Winter,Rainy,Electronics,S001,East,3929,188598.64,74.13,126,44,90.18,82.20,NORMAL_IMPACT
Winter,Rainy,Electronics,S003,East,4297,206145.50,70.44,115,49,89.25,78.92,LOW_IMPACT
Winter,Rainy,Electronics,S002,West,3914,175024.53,76.75,125,43,89.34,85.91,NORMAL_IMPACT
Winter,Rainy,Electronics,S002,South,4863,238954.09,77.19,125,47,90.31,85.47,NORMAL_IMPACT
Winter,Rainy,Electronics,S002,North,5018,253824.74,78.41,130,50,89.18,87.92,NORMAL_IMPACT
Winter,Rainy,Electronics,S002,East,4839,259040.44,76.81,126,47,90.54,84.84,NORMAL_IMPACT
Winter,Rainy,Electronics,S005,West,4960,247096.33,77.50,122,43,90.99,85.18,NORMAL_IMPACT
Winter,Rainy,Electronics,S001,South,5159,255227.12,75.87,125,56,87.47,86.74,NORMAL_IMPACT
Winter,Rainy,Electronics,S005,South,4540,214331.96,74.43,124,51,91.09,81.71,NORMAL_IMPACT
Winter,Rainy,Electronics,S005,North,5079,290213.84,78.14,132,51,88.04,88.75,NORMAL_IMPACT
Winter,Rainy,Electronics,S005,East,4324,249733.82,72.07,122,48,88.71,81.24,NORMAL_IMPACT
Winter,Rainy,Electronics,S004,West,4095,188380.04,70.60,128,45,87.39,80.79,NORMAL_IMPACT
Winter,Rainy,Electronics,S004,South,5015,237954.12,77.15,130,51,90.55,85.21,NORMAL_IMPACT
Winter,Rainy,Electronics,S004,North,5993,290449.37,74.91,121,56,90.81,82.50,NORMAL_IMPACT
Winter,Rainy,Electronics,S004,East,4493,237143.05,69.12,118,55,88.87,77.78,LOW_IMPACT
Winter,Rainy,Electronics,S003,West,5073,250461.63,81.82,132,49,91.08,89.84,NORMAL_IMPACT
Winter,Rainy,Electronics,S003,South,4324,225874.11,75.86,122,49,89.54,84.72,NORMAL_IMPACT
Winter,Rainy,Electronics,S003,North,5011,278223.51,78.30,125,52,89.40,87.58,NORMAL_IMPACT
Winter,Snowy,Electronics,S003,North,4509,220244.81,86.71,136,45,89.40,97.00,NORMAL_IMPACT
Winter,Snowy,Electronics,S003,South,4871,265403.55,90.20,148,46,89.54,100.74,NORMAL_IMPACT
Winter,Snowy,Electronics,S004,West,6246,324991.99,100.74,155,52,87.39,115.28,NORMAL_IMPACT
Winter,Snowy,Electronics,S003,West,5209,256037.62,94.71,152,50,91.08,103.99,NORMAL_IMPACT
Winter,Snowy,Electronics,S004,East,5682,312532.49,97.97,151,47,88.87,110.23,NORMAL_IMPACT
Winter,Snowy,Electronics,S004,North,5017,261732.51,92.91,137,45,90.81,102.31,NORMAL_IMPACT
Winter,Snowy,Electronics,S004,South,5894,310115.40,95.06,135,51,90.55,104.99,NORMAL_IMPACT
Winter,Snowy,Electronics,S005,East,5086,262997.79,89.23,136,44,88.71,100.58,NORMAL_IMPACT
Winter,Snowy,Electronics,S005,North,6264,325194.24,90.78,142,56,88.04,103.12,NORMAL_IMPACT
Winter,Snowy,Electronics,S005,South,5827,314314.48,95.52,144,52,91.09,104.87,NORMAL_IMPACT
Winter,Snowy,Electronics,S005,West,6203,359875.37,93.98,138,54,90.99,103.29,NORMAL_IMPACT
Winter,Snowy,Electronics,S001,East,5919,329139.02,93.95,139,51,90.18,104.18,NORMAL_IMPACT
Winter,Snowy,Electronics,S001,North,6160,340318.39,91.94,139,53,88.50,103.89,NORMAL_IMPACT
Winter,Snowy,Electronics,S001,West,5452,284378.60,80.18,128,53,89.22,89.86,NORMAL_IMPACT
Winter,Snowy,Electronics,S002,East,6566,328619.39,98.00,145,53,90.54,108.24,NORMAL_IMPACT
Winter,Snowy,Electronics,S002,North,6552,309860.94,97.79,154,52,89.18,109.65,NORMAL_IMPACT
Winter,Snowy,Electronics,S002,South,6309,348121.43,91.43,142,55,90.31,101.25,NORMAL_IMPACT
Winter,Snowy,Electronics,S002,West,6421,316234.02,90.44,139,51,89.34,101.23,NORMAL_IMPACT
Winter,Snowy,Electronics,S003,East,5673,311241.09,96.15,151,50,89.25,107.73,NORMAL_IMPACT
Winter,Snowy,Electronics,S001,South,5905,322664.80,85.58,130,50,87.47,97.84,NORMAL_IMPACT
Winter,Sunny,Electronics,S005,East,5281,274712.44,92.65,141,47,88.71,104.44,NORMAL_IMPACT
Winter,Sunny,Electronics,S003,North,5839,295739.85,92.68,143,54,89.40,103.68,NORMAL_IMPACT
Winter,Sunny,Electronics,S005,West,5487,243373.48,97.98,144,42,90.99,107.69,NORMAL_IMPACT
Winter,Sunny,Electronics,S005,South,4972,250929.28,87.23,140,47,91.09,95.76,NORMAL_IMPACT
Winter,Sunny,Electronics,S005,North,5328,242419.67,95.14,146,52,88.04,108.07,NORMAL_IMPACT
Winter,Sunny,Electronics,S004,West,5924,285807.67,92.56,139,51,87.39,105.92,NORMAL_IMPACT
Winter,Sunny,Electronics,S004,South,5766,321780.09,91.52,141,54,90.55,101.08,NORMAL_IMPACT
Winter,Sunny,Electronics,S004,North,6029,327899.38,97.24,146,51,90.81,107.09,NORMAL_IMPACT
Winter,Sunny,Electronics,S004,East,6398,354424.70,101.56,152,50,88.87,114.27,NORMAL_IMPACT
Winter,Sunny,Electronics,S003,West,6020,298257.57,97.10,143,50,91.08,106.61,NORMAL_IMPACT
Winter,Sunny,Electronics,S003,East,5994,284995.96,90.82,145,45,89.25,101.75,NORMAL_IMPACT
Winter,Sunny,Electronics,S003,South,6671,365801.27,90.15,133,55,89.54,100.68,NORMAL_IMPACT
Winter,Sunny,Electronics,S001,North,5210,287801.22,89.83,140,47,88.50,101.51,NORMAL_IMPACT
Winter,Sunny,Electronics,S002,West,5254,279238.59,93.82,138,43,89.34,105.02,NORMAL_IMPACT
Winter,Sunny,Electronics,S002,South,5025,238327.86,91.36,139,44,90.31,101.17,NORMAL_IMPACT
Winter,Sunny,Electronics,S002,North,5281,244848.84,94.30,139,45,89.18,105.74,NORMAL_IMPACT
Winter,Sunny,Electronics,S001,South,5939,329983.75,94.27,145,52,87.47,107.78,NORMAL_IMPACT
Winter,Sunny,Electronics,S002,East,6078,301178.94,94.97,145,53,90.54,104.89,NORMAL_IMPACT
Winter,Sunny,Electronics,S001,West,5884,292877.87,98.07,146,49,89.22,109.91,NORMAL_IMPACT
Winter,Sunny,Electronics,S001,East,5736,324458.73,92.52,141,49,90.18,102.59,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S001,South,2392,130453.74,85.43,138,26,92.33,92.52,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S001,West,3210,156280.38,103.55,163,27,95.26,108.70,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S002,East,2575,124778.51,91.96,131,23,94.21,97.62,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S002,North,3843,184292.78,91.50,145,37,90.89,100.68,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S002,South,3836,192684.19,98.36,144,28,95.83,102.64,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S002,West,3718,143405.30,95.33,142,34,93.27,102.21,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S003,East,3446,181215.68,90.68,138,33,91.26,99.37,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S003,North,3145,151159.08,89.86,151,32,94.27,95.32,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S003,South,3008,138880.66,97.03,144,28,93.86,103.38,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S001,East,4299,222449.70,93.46,140,40,94.47,98.92,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S004,West,2438,113244.13,97.52,135,21,93.49,104.31,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S003,West,2354,117384.34,90.54,144,22,91.99,98.43,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S005,East,3269,164430.69,102.16,158,30,95.71,106.73,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S005,North,2343,116379.21,90.12,135,21,96.21,93.66,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S005,South,3865,195343.27,89.88,139,34,90.13,99.72,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S005,West,3236,157828.77,92.46,144,29,93.88,98.49,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S004,East,4373,236611.17,93.04,145,43,93.98,99.00,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S004,North,3630,193496.48,84.42,127,34,91.11,92.65,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S004,South,3101,154536.82,91.21,144,31,95.29,95.72,NORMAL_IMPACT
Autumn,Cloudy,Furniture,S001,North,4377,242681.97,101.79,153,34,95.39,106.71,NORMAL_IMPACT
Autumn,Rainy,Furniture,S001,East,3566,196070.14,101.89,151,28,94.47,107.85,NORMAL_IMPACT
Autumn,Rainy,Furniture,S005,South,3779,196708.87,89.98,135,36,90.13,99.82,NORMAL_IMPACT
Autumn,Rainy,Furniture,S005,North,3764,225596.45,101.73,152,29,96.21,105.74,NORMAL_IMPACT
Autumn,Rainy,Furniture,S005,East,3785,197451.95,90.12,141,37,95.71,94.16,NORMAL_IMPACT
Autumn,Rainy,Furniture,S004,West,2400,115135.70,92.31,147,21,93.49,98.74,NORMAL_IMPACT
Autumn,Rainy,Furniture,S004,South,2919,133480.50,83.40,126,30,95.29,87.52,NORMAL_IMPACT
Autumn,Rainy,Furniture,S004,North,2793,123557.83,87.28,129,24,91.11,95.79,NORMAL_IMPACT
Autumn,Rainy,Furniture,S004,East,3554,152556.16,101.54,141,27,93.98,108.04,NORMAL_IMPACT
Autumn,Rainy,Furniture,S003,West,2501,135589.18,89.32,136,25,91.99,97.10,NORMAL_IMPACT
Autumn,Rainy,Furniture,S002,East,2701,160242.23,87.13,142,28,94.21,92.49,NORMAL_IMPACT
Autumn,Rainy,Furniture,S005,West,1935,94810.30,84.13,145,20,93.88,89.62,NORMAL_IMPACT
Autumn,Rainy,Furniture,S003,South,3548,162033.58,93.37,144,34,93.86,99.48,NORMAL_IMPACT
Autumn,Rainy,Furniture,S003,North,3286,176429.58,91.28,138,32,94.27,96.82,NORMAL_IMPACT
Autumn,Rainy,Furniture,S003,East,3017,144985.13,94.28,133,27,91.26,103.31,NORMAL_IMPACT
Autumn,Rainy,Furniture,S002,West,2952,145462.82,95.23,136,24,93.27,102.09,NORMAL_IMPACT
Autumn,Rainy,Furniture,S002,South,2977,160630.33,85.06,136,26,95.83,88.76,NORMAL_IMPACT
Autumn,Rainy,Furniture,S002,North,3441,182666.85,88.23,142,30,90.89,97.08,NORMAL_IMPACT
Autumn,Rainy,Furniture,S001,West,2964,140770.57,89.82,142,28,95.26,94.29,NORMAL_IMPACT
Autumn,Rainy,Furniture,S001,South,2918,151610.34,83.37,131,30,92.33,90.30,NORMAL_IMPACT
Autumn,Rainy,Furniture,S001,North,3155,163053.50,92.79,140,31,95.39,97.28,NORMAL_IMPACT
Autumn,Snowy,Furniture,S005,West,3098,144026.92,91.12,148,29,93.88,97.06,NORMAL_IMPACT
Autumn,Snowy,Furniture,S005,South,2992,163766.51,88.00,141,30,90.13,97.63,NORMAL_IMPACT
Autumn,Snowy,Furniture,S005,East,2882,158509.76,99.38,152,27,95.71,103.83,NORMAL_IMPACT
Autumn,Snowy,Furniture,S004,West,2906,143049.00,107.63,158,23,93.49,115.13,NORMAL_IMPACT
Autumn,Snowy,Furniture,S004,South,3083,169984.94,90.68,140,29,95.29,95.16,NORMAL_IMPACT
Autumn,Snowy,Furniture,S004,North,3647,209793.08,91.18,130,36,91.11,100.07,NORMAL_IMPACT
Autumn,Snowy,Furniture,S004,East,2923,161591.29,85.97,137,31,93.98,91.47,NORMAL_IMPACT
Autumn,Snowy,Furniture,S003,West,3116,149122.24,91.65,138,31,91.99,99.63,NORMAL_IMPACT
Autumn,Snowy,Furniture,S003,North,3252,155523.48,87.89,129,32,94.27,93.23,NORMAL_IMPACT
Autumn,Snowy,Furniture,S003,East,2560,127958.21,85.33,129,23,91.26,93.51,NORMAL_IMPACT
Autumn,Snowy,Furniture,S001,East,3363,174741.33,93.42,141,34,94.47,98.88,NORMAL_IMPACT
Autumn,Snowy,Furniture,S003,South,3260,209151.07,95.88,150,30,93.86,102.16,NORMAL_IMPACT
Autumn,Snowy,Furniture,S001,North,3176,148395.12,109.52,155,24,95.39,114.81,NORMAL_IMPACT
Autumn,Snowy,Furniture,S001,South,2582,138430.59,89.03,139,27,92.33,96.43,NORMAL_IMPACT
Autumn,Snowy,Furniture,S001,West,3288,163113.00,96.71,145,31,95.26,101.52,NORMAL_IMPACT
Autumn,Snowy,Furniture,S002,East,2139,98679.16,85.56,136,22,94.21,90.82,NORMAL_IMPACT
Autumn,Snowy,Furniture,S005,North,3644,178501.68,98.49,139,33,96.21,102.36,NORMAL_IMPACT
Autumn,Snowy,Furniture,S002,North,4071,185087.30,92.52,147,35,90.89,101.80,NORMAL_IMPACT
Autumn,Snowy,Furniture,S002,South,2865,147819.64,89.53,132,29,95.83,93.43,NORMAL_IMPACT
Autumn,Snowy,Furniture,S002,West,2606,141790.85,93.07,141,25,93.27,99.78,NORMAL_IMPACT
Autumn,Sunny,Furniture,S005,West,3658,205345.56,98.86,152,27,93.88,105.31,NORMAL_IMPACT
Autumn,Sunny,Furniture,S001,North,3280,182850.64,96.47,140,31,95.39,101.13,NORMAL_IMPACT
Autumn,Sunny,Furniture,S003,West,3762,160682.44,96.46,146,36,91.99,104.87,NORMAL_IMPACT
Autumn,Sunny,Furniture,S004,East,3178,176834.80,99.31,142,28,93.98,105.67,NORMAL_IMPACT
Autumn,Sunny,Furniture,S001,West,3423,153848.42,92.51,148,32,95.26,97.12,NORMAL_IMPACT
Autumn,Sunny,Furniture,S002,North,3791,202620.94,94.78,143,33,90.89,104.28,NORMAL_IMPACT
Autumn,Sunny,Furniture,S002,South,2405,121925.91,96.20,146,21,95.83,100.39,NORMAL_IMPACT
Autumn,Sunny,Furniture,S002,West,3855,200333.28,101.45,147,34,93.27,108.76,NORMAL_IMPACT
Autumn,Sunny,Furniture,S003,East,2651,131732.15,88.37,141,24,91.26,96.83,NORMAL_IMPACT
Autumn,Sunny,Furniture,S001,East,3113,160122.78,100.42,144,28,94.47,106.29,NORMAL_IMPACT
Autumn,Sunny,Furniture,S003,North,4011,179783.75,97.83,146,35,94.27,103.77,NORMAL_IMPACT
Autumn,Sunny,Furniture,S003,South,3934,197065.46,91.49,146,35,93.86,97.48,NORMAL_IMPACT
Autumn,Sunny,Furniture,S002,East,3472,152618.05,96.44,150,31,94.21,102.38,NORMAL_IMPACT
Autumn,Sunny,Furniture,S005,South,2300,126984.90,100.00,151,23,90.13,110.95,NORMAL_IMPACT
Autumn,Sunny,Furniture,S001,South,3450,150998.16,93.24,142,33,92.33,100.99,NORMAL_IMPACT
Autumn,Sunny,Furniture,S005,North,4475,216416.32,101.70,151,38,96.21,105.71,NORMAL_IMPACT
Autumn,Sunny,Furniture,S005,East,3125,163686.38,91.91,140,30,95.71,96.03,NORMAL_IMPACT
Autumn,Sunny,Furniture,S004,West,3052,153320.76,95.38,144,27,93.49,102.02,NORMAL_IMPACT
Autumn,Sunny,Furniture,S004,South,3454,175931.33,95.94,160,27,95.29,100.69,NORMAL_IMPACT
Autumn,Sunny,Furniture,S004,North,3815,194023.80,95.38,142,31,91.11,104.68,NORMAL_IMPACT
Spring,Cloudy,Furniture,S001,East,2187,97333.87,95.09,149,21,94.47,100.65,NORMAL_IMPACT
Spring,Cloudy,Furniture,S001,North,1703,89708.25,94.61,144,15,95.39,99.18,NORMAL_IMPACT
Spring,Cloudy,Furniture,S001,South,2404,129879.99,85.86,133,23,92.33,92.99,NORMAL_IMPACT
Spring,Cloudy,Furniture,S001,West,1910,92385.16,95.50,143,18,95.26,100.25,NORMAL_IMPACT
Spring,Cloudy,Furniture,S002,East,2526,145744.09,97.15,144,22,94.21,103.13,NORMAL_IMPACT
Spring,Cloudy,Furniture,S002,North,1808,95193.80,82.18,125,18,90.89,90.42,NORMAL_IMPACT
Spring,Cloudy,Furniture,S002,South,2546,155853.92,101.84,155,20,95.83,106.28,NORMAL_IMPACT
Spring,Cloudy,Furniture,S002,West,1200,77040.76,100.00,161,12,93.27,107.21,NORMAL_IMPACT
Spring,Cloudy,Furniture,S003,East,2492,123982.21,95.85,142,22,91.26,105.03,NORMAL_IMPACT
Spring,Cloudy,Furniture,S003,North,2532,103736.11,105.50,159,20,94.27,111.91,NORMAL_IMPACT
Spring,Cloudy,Furniture,S003,South,1893,101165.97,105.17,155,17,93.86,112.05,NORMAL_IMPACT
Spring,Cloudy,Furniture,S003,West,2807,134947.48,96.79,142,25,91.99,105.23,NORMAL_IMPACT
Spring,Cloudy,Furniture,S004,East,1436,71650.67,95.73,145,14,93.98,101.86,NORMAL_IMPACT
Spring,Cloudy,Furniture,S004,North,1962,105602.91,85.30,138,18,91.11,93.62,NORMAL_IMPACT
Spring,Cloudy,Furniture,S004,South,1603,84707.30,80.15,112,17,95.29,84.11,NORMAL_IMPACT
Spring,Cloudy,Furniture,S004,West,2724,141458.54,90.80,145,25,93.49,97.12,NORMAL_IMPACT
Spring,Cloudy,Furniture,S005,East,2774,138641.68,95.66,145,22,95.71,99.94,NORMAL_IMPACT
Spring,Cloudy,Furniture,S005,North,2250,115934.62,97.83,142,20,96.21,101.68,NORMAL_IMPACT
Spring,Cloudy,Furniture,S005,South,1480,78680.05,87.06,137,16,90.13,96.59,NORMAL_IMPACT
Spring,Cloudy,Furniture,S005,West,3184,171364.17,102.71,148,26,93.88,109.41,NORMAL_IMPACT
Spring,Rainy,Furniture,S003,West,2056,107613.77,85.67,131,21,91.99,93.13,NORMAL_IMPACT
Spring,Rainy,Furniture,S004,East,2523,116210.02,90.11,139,24,93.98,95.88,NORMAL_IMPACT
Spring,Rainy,Furniture,S004,North,1783,97875.09,93.84,154,15,91.11,102.99,NORMAL_IMPACT
Spring,Rainy,Furniture,S004,South,2482,116479.51,99.28,146,22,95.29,104.19,NORMAL_IMPACT
Spring,Rainy,Furniture,S004,West,1402,72971.35,77.89,130,17,93.49,83.31,NORMAL_IMPACT
Spring,Rainy,Furniture,S005,East,1756,95090.96,87.80,140,16,95.71,91.73,NORMAL_IMPACT
Spring,Rainy,Furniture,S005,North,1638,74918.09,91.00,147,18,96.21,94.58,NORMAL_IMPACT
Spring,Rainy,Furniture,S005,South,1587,91590.06,79.35,134,16,90.13,88.04,NORMAL_IMPACT
Spring,Rainy,Furniture,S005,West,2103,98030.01,84.12,134,21,93.88,89.61,NORMAL_IMPACT
Spring,Rainy,Furniture,S001,North,1923,91910.24,91.57,136,20,95.39,96.00,NORMAL_IMPACT
