store_id,region,product_id,category,total_revenue,revenue_percentage,cumulative_percentage,revenue_rank,abc_classification,management_strategy,total_units_sold,avg_selling_price,avg_inventory_level
S005,North,P0046,Clothing,213986.64,2.98,88.58,26,B,MODERATE_CONTROL,4170,51.15,138
S005,North,P0178,Clothing,211964.00,2.96,91.54,27,B,MODERATE_CONTROL,4277,49.17,154
S005,North,P0159,Electronics,204537.11,2.85,94.39,28,B,MODERATE_CONTROL,4272,47.87,128
S005,North,P0096,Toys,201778.09,2.81,97.20,29,C,BASIC_CONTROL,4118,49.90,143
S005,North,P0068,Electronics,200002.34,2.79,99.99,30,C,BASIC_CONTROL,3525,53.44,140
S005,South,P0126,Clothing,315136.66,4.54,4.54,1,A,TIGHT_CONTROL,5761,56.24,161
S005,South,P0133,Clothing,279975.78,4.03,8.57,2,A,TIGHT_CONTROL,5502,49.28,170
S005,South,P0061,Clothing,275974.74,3.98,12.55,3,A,TIGHT_CONTROL,4983,54.57,157
S005,South,P0178,Clothing,273497.07,3.94,16.49,4,A,TIGHT_CONTROL,4737,57.61,159
S005,South,P0125,Clothing,262962.43,3.79,20.28,5,A,TIGHT_CONTROL,4729,54.78,136
S005,South,P0017,Toys,256986.07,3.70,23.98,6,A,TIGHT_CONTROL,4927,52.86,134
S005,South,P0046,Clothing,256225.50,3.69,27.67,7,A,TIGHT_CONTROL,5029,51.94,153
S005,South,P0096,Toys,249981.11,3.60,31.27,8,A,TIGHT_CONTROL,5005,50.27,137
S005,South,P0129,Furniture,249034.91,3.59,34.86,9,A,TIGHT_CONTROL,4178,59.50,144
S005,South,P0067,Furniture,247207.20,3.56,38.42,10,A,TIGHT_CONTROL,4589,55.65,147
S005,South,P0066,Clothing,244435.66,3.52,41.94,11,A,TIGHT_CONTROL,4645,50.16,158
S005,South,P0153,Furniture,244101.49,3.52,45.46,12,A,TIGHT_CONTROL,5140,49.72,142
S005,South,P0069,Clothing,242538.27,3.49,48.95,13,A,TIGHT_CONTROL,5071,48.12,159
S005,South,P0016,Clothing,238289.97,3.43,52.38,14,A,TIGHT_CONTROL,5019,46.88,162
S005,South,P0057,Clothing,236120.19,3.40,55.78,15,A,TIGHT_CONTROL,4486,53.57,154
S005,South,P0083,Toys,229468.29,3.31,59.09,16,A,TIGHT_CONTROL,4825,47.65,144
S005,South,P0187,Clothing,229459.06,3.31,62.40,17,A,TIGHT_CONTROL,5065,44.90,163
S005,South,P0183,Electronics,228653.09,3.29,65.69,18,A,TIGHT_CONTROL,4357,51.05,143
S005,South,P0031,Electronics,227636.27,3.28,68.97,19,A,TIGHT_CONTROL,3919,56.16,126
S005,South,P0085,Electronics,220146.12,3.17,72.14,20,A,TIGHT_CONTROL,3826,56.89,123
S005,South,P0166,Groceries,218088.15,3.14,75.28,21,A,TIGHT_CONTROL,3763,54.75,141
S005,South,P0068,Electronics,214196.32,3.09,78.37,22,A,TIGHT_CONTROL,3872,54.49,137
S005,South,P0175,Electronics,203522.99,2.93,81.30,23,B,MODERATE_CONTROL,3955,53.00,139
S005,South,P0079,Furniture,200672.57,2.89,84.19,24,B,MODERATE_CONTROL,3632,54.26,144
S005,South,P0094,Groceries,197725.62,2.85,87.04,25,B,MODERATE_CONTROL,3823,54.15,146
S005,South,P0159,Electronics,193569.85,2.79,89.83,26,B,MODERATE_CONTROL,4115,46.46,140
S005,South,P0070,Electronics,183337.13,2.64,92.47,27,B,MODERATE_CONTROL,3966,46.77,141
S005,South,P0116,Furniture,182937.66,2.64,95.11,28,C,BASIC_CONTROL,3556,51.51,133
S005,South,P0171,Electronics,180947.31,2.61,97.72,29,C,BASIC_CONTROL,3998,45.47,142
S005,South,P0149,Furniture,158734.73,2.29,100.01,30,C,BASIC_CONTROL,3205,50.28,124
S005,West,P0187,Clothing,284162.76,4.55,4.55,1,A,TIGHT_CONTROL,5578,49.77,149
S005,West,P0031,Electronics,283445.72,4.53,9.08,2,A,TIGHT_CONTROL,5128,55.10,142
S005,West,P0178,Clothing,250941.40,4.01,13.09,3,A,TIGHT_CONTROL,4557,52.98,154
S005,West,P0068,Electronics,244432.41,3.91,17.00,4,A,TIGHT_CONTROL,4964,50.55,133
S005,West,P0046,Clothing,240319.11,3.84,20.84,5,A,TIGHT_CONTROL,4673,50.74,158
S005,West,P0125,Clothing,235570.89,3.77,24.61,6,A,TIGHT_CONTROL,4349,55.57,152
S005,West,P0126,Clothing,227906.41,3.65,28.26,7,A,TIGHT_CONTROL,4381,53.04,152
S005,West,P0016,Clothing,227732.40,3.64,31.90,8,A,TIGHT_CONTROL,4470,49.33,149
S005,West,P0159,Electronics,220180.45,3.52,35.42,9,A,TIGHT_CONTROL,3860,56.50,145
S005,West,P0057,Clothing,217989.59,3.49,38.91,10,A,TIGHT_CONTROL,4533,48.26,161
S005,West,P0183,Electronics,217801.42,3.48,42.39,11,A,TIGHT_CONTROL,4082,52.45,136
S005,West,P0094,Groceries,214918.78,3.44,45.83,12,A,TIGHT_CONTROL,4468,46.13,139
S005,West,P0066,Clothing,213659.95,3.42,49.25,13,A,TIGHT_CONTROL,4767,45.78,161
S005,West,P0166,Groceries,212956.31,3.41,52.66,14,A,TIGHT_CONTROL,4182,49.92,149
S005,West,P0069,Clothing,206036.77,3.30,55.96,15,A,TIGHT_CONTROL,4535,45.81,158
S005,West,P0153,Furniture,203380.99,3.25,59.21,16,A,TIGHT_CONTROL,3924,53.71,139
S005,West,P0067,Furniture,199684.09,3.19,62.40,17,A,TIGHT_CONTROL,4161,49.23,145
S005,West,P0149,Furniture,199063.00,3.18,65.58,18,A,TIGHT_CONTROL,3766,50.80,139
S005,West,P0085,Electronics,198285.64,3.17,68.75,19,A,TIGHT_CONTROL,3890,48.89,134
S005,West,P0133,Clothing,197235.10,3.16,71.91,20,A,TIGHT_CONTROL,4468,45.70,148
S005,West,P0070,Electronics,190670.86,3.05,74.96,21,A,TIGHT_CONTROL,3735,52.56,125
S005,West,P0083,Toys,188524.47,3.02,77.98,22,A,TIGHT_CONTROL,3595,52.86,147
S005,West,P0079,Furniture,186873.53,2.99,80.97,23,B,MODERATE_CONTROL,3793,49.81,144
S005,West,P0017,Toys,180621.09,2.89,83.86,24,B,MODERATE_CONTROL,3343,54.61,147
S005,West,P0061,Clothing,178944.64,2.86,86.72,25,B,MODERATE_CONTROL,3912,44.78,157
S005,West,P0171,Electronics,174886.01,2.80,89.52,26,B,MODERATE_CONTROL,3613,48.42,145
S005,West,P0175,Electronics,172028.07,2.75,92.27,27,B,MODERATE_CONTROL,3273,51.63,140
S005,West,P0129,Furniture,169297.18,2.71,94.98,28,B,MODERATE_CONTROL,3623,46.77,151
S005,West,P0096,Toys,156906.71,2.51,97.49,29,C,BASIC_CONTROL,3366,45.43,138
S005,West,P0116,Furniture,156599.17,2.51,100.00,30,C,BASIC_CONTROL,3778,43.86,142
