store_id,region,product_id,category,avg_inventory_level,avg_daily_sales,cogs_90_days,avg_inventory_value,inventory_turnover_ratio,days_of_supply,avg_unit_price,movement_type,performance_rating
S002,East,P0149,Furniture,140,90.55,91063.04,6676.93,52.33,2,51.26,NON_MOVER,NEEDS_IMPROVEMENT
S004,South,P0129,Furniture,133,86.00,87999.40,6976.03,52.27,2,57.45,NON_MOVER,NEEDS_IMPROVEMENT
S005,East,P0153,Furniture,132,93.83,102216.70,7920.56,51.87,1,61.59,NON_MOVER,NEEDS_IMPROVEMENT
S003,East,P0149,Furniture,141,94.21,84232.02,6200.97,51.60,1,49.63,NON_MOVER,NEEDS_IMPROVEMENT
S001,West,P0129,Furniture,140,88.65,101563.85,8290.68,51.42,2,62.48,NON_MOVER,NEEDS_IMPROVEMENT
S003,West,P0153,Furniture,133,92.11,87984.52,6855.19,50.41,1,56.22,NON_MOVER,NEEDS_IMPROVEMENT
S005,South,P0116,Furniture,137,93.44,85473.07,7037.17,49.75,1,53.66,NON_MOVER,NEEDS_IMPROVEMENT
S001,East,P0149,Furniture,137,91.61,72200.67,5969.63,48.97,1,46.95,NON_MOVER,NEEDS_IMPROVEMENT
S002,East,P0153,Furniture,136,90.94,65839.42,5486.75,48.78,1,41.74,NON_MOVER,NEEDS_IMPROVEMENT
S003,North,P0067,Furniture,152,106.88,104167.06,8530.37,48.37,1,62.76,NON_MOVER,NEEDS_IMPROVEMENT
S004,North,P0116,Furniture,137,96.06,79108.52,6467.99,48.36,1,49.74,NON_MOVER,NEEDS_IMPROVEMENT
S002,North,P0153,Furniture,131,74.00,89789.32,7461.85,48.25,2,64.14,NON_MOVER,NEEDS_IMPROVEMENT
S001,South,P0067,Furniture,147,96.78,94703.53,8294.79,47.97,2,59.02,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0149,Furniture,136,100.19,79113.93,6573.04,47.76,1,53.25,NON_MOVER,NEEDS_IMPROVEMENT
S005,North,P0067,Furniture,156,90.95,103930.16,9041.54,47.44,2,62.90,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0079,Furniture,160,103.11,89635.81,7755.23,46.98,2,55.22,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0149,Furniture,150,91.00,82573.63,6844.43,46.88,2,48.03,NON_MOVER,NEEDS_IMPROVEMENT
S004,South,P0079,Furniture,128,86.35,78092.28,6688.86,46.62,1,55.36,NON_MOVER,NEEDS_IMPROVEMENT
S002,West,P0116,Furniture,128,81.56,71358.39,6210.95,46.35,2,49.96,NON_MOVER,NEEDS_IMPROVEMENT
S004,North,P0067,Furniture,132,82.56,82262.68,7474.79,45.64,2,60.30,NON_MOVER,NEEDS_IMPROVEMENT
S002,West,P0067,Furniture,140,98.50,82144.62,7630.41,45.61,1,56.94,NON_MOVER,NEEDS_IMPROVEMENT
S003,South,P0116,Furniture,152,93.00,94663.27,8432.39,44.63,2,58.56,NON_MOVER,NEEDS_IMPROVEMENT
S002,North,P0129,Furniture,140,89.12,71365.35,6414.41,43.79,2,51.30,NON_MOVER,NEEDS_IMPROVEMENT
S001,West,P0149,Furniture,151,99.94,72210.03,6653.69,43.00,2,48.98,NON_MOVER,NEEDS_IMPROVEMENT
S005,West,P0129,Furniture,141,92.88,73655.47,7071.69,42.82,2,54.73,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0116,Furniture,142,96.47,56595.69,5629.17,41.27,1,45.19,NON_MOVER,NEEDS_IMPROVEMENT
S004,East,P0153,Furniture,148,93.81,74235.84,7559.34,41.10,2,54.91,NON_MOVER,NEEDS_IMPROVEMENT
S003,West,P0166,Groceries,132,93.68,169606.86,6577.82,106.71,1,53.36,FAST_MOVER,EXCELLENT
S005,North,P0166,Groceries,131,89.06,170614.68,6963.87,96.84,1,55.10,FAST_MOVER,EXCELLENT
S001,South,P0094,Groceries,138,93.17,132052.81,6338.14,82.22,1,49.29,FAST_MOVER,EXCELLENT
S004,North,P0166,Groceries,145,98.25,147523.61,7688.42,77.21,1,60.73,FAST_MOVER,EXCELLENT
S003,South,P0094,Groceries,139,96.38,127248.23,6861.95,73.32,1,50.37,FAST_MOVER,EXCELLENT
S004,North,P0094,Groceries,131,83.89,78832.29,4526.82,72.54,2,35.35,FAST_MOVER,EXCELLENT
S005,East,P0094,Groceries,150,101.92,117898.45,6747.21,71.87,1,48.11,FAST_MOVER,EXCELLENT
S002,West,P0094,Groceries,124,94.04,122768.25,7124.86,70.69,1,62.38,FAST_MOVER,EXCELLENT
S004,East,P0094,Groceries,123,85.75,107497.75,6235.05,67.88,1,55.71,FAST_MOVER,EXCELLENT
S005,West,P0094,Groceries,128,87.04,107707.70,6255.22,66.08,1,52.02,FAST_MOVER,EXCELLENT
S002,North,P0166,Groceries,131,88.42,113341.33,6885.59,65.78,1,56.34,MEDIUM_MOVER,GOOD
S001,West,P0094,Groceries,152,102.21,101270.78,6031.14,65.54,1,44.80,MEDIUM_MOVER,GOOD
S004,East,P0166,Groceries,150,99.33,135022.04,8437.85,64.40,2,60.06,MEDIUM_MOVER,GOOD
S002,East,P0094,Groceries,123,79.83,86895.32,5510.18,63.35,2,49.91,MEDIUM_MOVER,GOOD
S003,West,P0094,Groceries,141,90.13,117298.57,7678.91,62.14,2,59.73,MEDIUM_MOVER,GOOD
S002,South,P0094,Groceries,148,92.58,114681.01,7517.35,61.08,2,56.62,MEDIUM_MOVER,GOOD
S002,West,P0166,Groceries,155,100.70,137000.96,8995.34,60.61,2,63.48,MEDIUM_MOVER,GOOD
S001,South,P0166,Groceries,151,97.91,113424.22,7527.15,60.48,2,58.76,MEDIUM_MOVER,GOOD
S002,East,P0166,Groceries,147,98.50,126723.35,8871.81,59.91,1,64.55,MEDIUM_MOVER,GOOD
S001,North,P0166,Groceries,146,87.33,93209.18,6426.12,58.39,2,47.54,MEDIUM_MOVER,GOOD
S002,South,P0166,Groceries,139,90.50,119506.30,8149.97,58.26,2,65.59,SLOW_MOVER,AVERAGE
S001,East,P0166,Groceries,130,76.88,104964.83,7607.82,57.41,2,62.65,SLOW_MOVER,AVERAGE
S005,West,P0166,Groceries,143,86.65,95578.99,6607.26,56.64,2,51.42,SLOW_MOVER,AVERAGE
S002,North,P0094,Groceries,150,104.15,112702.61,7963.54,56.49,1,56.64,SLOW_MOVER,AVERAGE
S001,North,P0094,Groceries,155,102.14,87325.47,6126.94,56.21,2,46.22,SLOW_MOVER,AVERAGE
S003,East,P0094,Groceries,132,91.15,116211.63,8351.38,56.07,1,65.68,SLOW_MOVER,AVERAGE
S003,North,P0094,Groceries,138,90.33,91592.24,6538.83,55.85,2,50.70,SLOW_MOVER,AVERAGE
S004,West,P0094,Groceries,144,88.05,98934.78,7737.10,54.52,2,55.15,SLOW_MOVER,AVERAGE
S001,West,P0166,Groceries,147,97.65,90984.80,6857.34,53.94,2,49.97,SLOW_MOVER,AVERAGE
S004,South,P0166,Groceries,145,96.20,110357.26,8290.51,53.92,2,62.85,SLOW_MOVER,AVERAGE
S005,South,P0094,Groceries,138,86.62,103461.32,7871.12,53.35,2,60.05,NON_MOVER,NEEDS_IMPROVEMENT
S005,North,P0094,Groceries,149,97.00,92133.92,7689.97,52.73,2,53.74,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0166,Groceries,144,94.47,99403.47,8097.12,50.63,2,61.00,NON_MOVER,NEEDS_IMPROVEMENT
S003,South,P0166,Groceries,147,96.26,96039.64,7614.90,50.62,2,56.59,NON_MOVER,NEEDS_IMPROVEMENT
S003,East,P0166,Groceries,156,96.32,97217.39,8145.56,47.48,2,55.13,NON_MOVER,NEEDS_IMPROVEMENT
S005,East,P0166,Groceries,157,105.82,116646.95,10380.37,46.61,1,67.15,NON_MOVER,NEEDS_IMPROVEMENT
S005,South,P0166,Groceries,126,90.25,71230.80,5925.58,46.50,1,50.35,NON_MOVER,NEEDS_IMPROVEMENT
S003,North,P0166,Groceries,158,101.94,87524.08,8700.37,41.96,2,58.61,NON_MOVER,NEEDS_IMPROVEMENT
S004,South,P0094,Groceries,125,74.35,75944.00,7251.20,41.13,2,63.91,NON_MOVER,NEEDS_IMPROVEMENT
S001,East,P0094,Groceries,160,96.38,81745.78,8599.92,39.15,2,61.89,NON_MOVER,NEEDS_IMPROVEMENT
S005,North,P0083,Toys,150,100.36,172695.57,7930.81,89.44,1,57.40,FAST_MOVER,EXCELLENT
S005,South,P0096,Toys,140,87.59,126906.50,6244.98,81.43,2,50.04,FAST_MOVER,EXCELLENT
S002,West,P0083,Toys,133,86.52,161236.49,8621.25,76.33,2,67.75,FAST_MOVER,EXCELLENT
S004,West,P0096,Toys,140,95.44,126142.40,6818.42,74.65,1,54.78,FAST_MOVER,EXCELLENT
S002,East,P0017,Toys,150,101.11,156393.78,8855.26,73.79,1,61.43,FAST_MOVER,EXCELLENT
S005,South,P0017,Toys,135,86.79,119327.88,6465.63,73.14,2,55.30,FAST_MOVER,EXCELLENT
S003,West,P0083,Toys,137,92.92,137443.35,7630.81,71.76,1,58.19,FAST_MOVER,EXCELLENT
S003,North,P0096,Toys,141,88.64,122952.49,6948.29,71.17,2,52.20,FAST_MOVER,EXCELLENT
S005,North,P0096,Toys,142,103.38,113308.27,6613.33,71.05,1,51.45,FAST_MOVER,EXCELLENT
S004,East,P0096,Toys,133,89.38,128186.81,7350.72,70.87,1,59.85,FAST_MOVER,EXCELLENT
S003,South,P0096,Toys,142,102.29,132922.93,7594.47,70.01,1,58.90,FAST_MOVER,EXCELLENT
S001,East,P0083,Toys,137,92.80,107282.26,6386.26,68.52,1,49.87,FAST_MOVER,EXCELLENT
S003,East,P0017,Toys,143,100.25,133650.08,7682.94,68.45,1,60.75,FAST_MOVER,EXCELLENT
S001,East,P0096,Toys,137,88.88,121763.34,7165.73,68.45,2,56.56,FAST_MOVER,EXCELLENT
S001,East,P0017,Toys,140,97.38,107333.96,6433.10,67.78,1,47.70,FAST_MOVER,EXCELLENT
S004,East,P0017,Toys,136,98.13,110455.21,6795.31,67.15,1,52.99,MEDIUM_MOVER,GOOD
S002,West,P0096,Toys,145,89.07,137514.40,8545.61,67.13,2,65.93,MEDIUM_MOVER,GOOD
S001,West,P0096,Toys,149,102.83,140022.29,8515.63,67.10,1,60.90,MEDIUM_MOVER,GOOD
S001,North,P0083,Toys,143,94.36,126352.94,7904.15,66.88,2,57.73,MEDIUM_MOVER,GOOD
S002,South,P0096,Toys,140,88.96,115700.15,7006.04,66.78,2,50.91,MEDIUM_MOVER,GOOD
S003,South,P0017,Toys,141,99.57,101423.70,6226.01,65.87,1,50.55,MEDIUM_MOVER,GOOD
S004,West,P0083,Toys,138,92.79,115270.69,7285.10,65.49,1,57.63,MEDIUM_MOVER,GOOD
S004,East,P0083,Toys,158,109.57,141057.44,8601.69,64.83,1,56.84,MEDIUM_MOVER,GOOD
S003,South,P0083,Toys,126,83.08,112018.56,7274.81,64.20,2,59.70,MEDIUM_MOVER,GOOD
S004,South,P0083,Toys,147,96.38,86030.28,5396.80,64.03,2,40.49,MEDIUM_MOVER,GOOD
S004,North,P0017,Toys,156,97.32,114698.66,7270.10,63.43,2,51.32,MEDIUM_MOVER,GOOD
S002,East,P0096,Toys,135,88.08,125562.45,8072.24,63.37,2,63.20,MEDIUM_MOVER,GOOD
S001,North,P0096,Toys,149,101.35,105251.62,6749.73,63.35,1,51.55,MEDIUM_MOVER,GOOD
S001,West,P0017,Toys,148,92.56,96954.23,6768.34,63.27,2,49.45,MEDIUM_MOVER,GOOD
S002,East,P0083,Toys,146,103.05,108083.42,6987.78,62.91,1,52.33,MEDIUM_MOVER,GOOD
S002,North,P0083,Toys,140,96.59,107461.96,7245.00,61.58,1,55.39,SLOW_MOVER,AVERAGE
S002,North,P0017,Toys,132,79.12,98191.52,6537.87,60.83,2,55.90,SLOW_MOVER,AVERAGE
S001,South,P0017,Toys,138,98.00,100060.91,6483.68,60.42,1,52.77,SLOW_MOVER,AVERAGE
S001,North,P0017,Toys,138,97.57,82651.49,5652.46,60.38,1,44.58,SLOW_MOVER,AVERAGE
S005,East,P0017,Toys,143,100.24,83465.32,5466.66,59.84,1,42.30,SLOW_MOVER,AVERAGE
S004,South,P0017,Toys,157,99.87,98349.23,6852.22,59.52,2,46.74,SLOW_MOVER,AVERAGE
S005,South,P0083,Toys,147,97.59,111592.59,7514.04,59.21,2,54.42,SLOW_MOVER,AVERAGE
S003,North,P0017,Toys,139,91.41,100124.52,7137.06,58.67,2,56.02,SLOW_MOVER,AVERAGE
S003,East,P0083,Toys,139,99.10,102961.09,7504.13,57.95,1,55.17,SLOW_MOVER,AVERAGE
S002,West,P0017,Toys,136,100.95,102666.89,7488.27,57.20,1,61.21,SLOW_MOVER,AVERAGE
S003,North,P0083,Toys,141,93.86,107503.85,7732.17,56.81,1,60.84,SLOW_MOVER,AVERAGE
S005,North,P0017,Toys,152,101.14,119948.27,8805.49,56.76,2,59.28,SLOW_MOVER,AVERAGE
S001,West,P0083,Toys,138,96.05,102971.39,7196.45,56.56,1,56.28,SLOW_MOVER,AVERAGE
S003,West,P0017,Toys,139,87.55,77997.78,5648.90,56.27,2,45.71,SLOW_MOVER,AVERAGE
S001,South,P0083,Toys,148,96.95,107680.02,7933.45,55.95,2,53.81,SLOW_MOVER,AVERAGE
S005,East,P0096,Toys,143,97.10,97495.83,7630.40,55.10,1,59.76,NON_MOVER,NEEDS_IMPROVEMENT
S004,West,P0017,Toys,130,86.40,77192.69,5800.39,53.97,2,45.13,NON_MOVER,NEEDS_IMPROVEMENT
S004,North,P0083,Toys,126,83.60,90871.31,6621.79,53.82,2,59.40,NON_MOVER,NEEDS_IMPROVEMENT
S003,West,P0096,Toys,147,96.25,94884.00,7287.10,53.27,2,54.34,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0017,Toys,143,92.10,101026.45,7707.72,52.24,2,57.61,NON_MOVER,NEEDS_IMPROVEMENT
S004,South,P0096,Toys,137,86.75,86569.38,6732.57,51.32,2,51.47,NON_MOVER,NEEDS_IMPROVEMENT
S001,South,P0096,Toys,132,91.44,69089.28,5601.76,50.61,1,47.86,NON_MOVER,NEEDS_IMPROVEMENT
S005,West,P0017,Toys,153,90.57,110943.81,8878.31,50.49,2,61.37,NON_MOVER,NEEDS_IMPROVEMENT
S003,East,P0096,Toys,146,92.53,98955.65,8313.15,48.99,2,64.20,NON_MOVER,NEEDS_IMPROVEMENT
S004,North,P0096,Toys,135,90.06,68351.44,5511.63,48.78,1,45.73,NON_MOVER,NEEDS_IMPROVEMENT
S002,South,P0083,Toys,161,105.94,105370.12,8814.79,48.09,2,57.16,NON_MOVER,NEEDS_IMPROVEMENT
S005,West,P0083,Toys,145,86.32,98240.07,8869.15,45.77,2,64.25,NON_MOVER,NEEDS_IMPROVEMENT
S005,East,P0083,Toys,156,102.24,91111.55,8060.74,45.20,2,56.44,NON_MOVER,NEEDS_IMPROVEMENT
S002,North,P0096,Toys,153,97.71,71937.78,8271.12,36.28,2,55.75,NON_MOVER,NEEDS_IMPROVEMENT
S005,West,P0096,Toys,126,74.13,49251.56,6027.22,35.89,2,48.80,NON_MOVER,NEEDS_IMPROVEMENT
